Disease,Symptoms,Prescription,Tests,Precautions,Doctor_Category,Description,Severity_Score
Asthma,wheezing breathlessness case_2032,inhaler | bronchodilator,spirometry,avoid triggers,Pulmonologist,Chronic airway inflammation,5
Asthma,chest tightness wheezing case_2033,inhaler | bronchodilator,spirometry,avoid triggers,Pulmonologist,Chronic airway inflammation,5
Asthma,shortness of breath case_2034,inhaler | bronchodilator,spirometry,avoid triggers,Pulmonologist,Chronic airway inflammation,5
Asthma,night cough wheeze case_2035,inhaler | bronchodilator,spirometry,avoid triggers,Pulmonologist,Chronic airway inflammation,5
Migraine,severe headache nausea case_2036,pain relievers | rest,neurological exam,avoid bright light,Neurologist,Neurological headache disorder,4
Migraine,throbbing headache case_2037,pain relievers | rest,neurological exam,avoid bright light,Neurologist,Neurological headache disorder,4
Migraine,headache light sensitivity case_2038,pain relievers | rest,neurological exam,avoid bright light,Neurologist,Neurological headache disorder,4
Migraine,vomiting headache case_2039,pain relievers | rest,neurological exam,avoid bright light,Neurologist,Neurological headache disorder,4
Food Poisoning,vomiting diarrhea case_2040,oral rehydration | antibiotics,stool test,safe food | hydration,Gastroenterologist,Food-borne illness,5
Food Poisoning,stomach pain nausea case_2041,oral rehydration | antibiotics,stool test,safe food | hydration,Gastroenterologist,Food-borne illness,5
Food Poisoning,loose motions case_2042,oral rehydration | antibiotics,stool test,safe food | hydration,Gastroenterologist,Food-borne illness,5
Food Poisoning,abdominal cramps vomiting case_2043,oral rehydration | antibiotics,stool test,safe food | hydration,Gastroenterologist,Food-borne illness,5
Minor Injury,bleeding cut wound case_2044,wound cleaning | bandage,wound inspection,keep wound clean,General Surgeon,Cuts or bleeding injury,6
Minor Injury,hand injury bleeding case_2045,wound cleaning | bandage,wound inspection,keep wound clean,General Surgeon,Cuts or bleeding injury,6
Minor Injury,minor cut pain case_2046,wound cleaning | bandage,wound inspection,keep wound clean,General Surgeon,Cuts or bleeding injury,6
Minor Injury,wound bleeding case_2047,wound cleaning | bandage,wound inspection,keep wound clean,General Surgeon,Cuts or bleeding injury,6
Common Cold,sneezing runny nose case_2048,antihistamines | paracetamol,physical examination,rest | hydration,General Physician,Viral upper respiratory infection,2
Common Cold,nasal congestion cough case_2049,antihistamines | paracetamol,physical examination,rest | hydration,General Physician,Viral upper respiratory infection,2
Common Cold,sore throat cold case_2050,antihistamines | paracetamol,physical examination,rest | hydration,General Physician,Viral upper respiratory infection,2
Common Cold,runny nose headache case_2051,antihistamines | paracetamol,physical examination,rest | hydration,General Physician,Viral upper respiratory infection,2
Influenza,high fever body pain case_2052,antiviral drugs | paracetamol,rapid flu test,rest | isolation,General Physician,Seasonal influenza infection,4
Influenza,fever chills cough case_2053,antiviral drugs | paracetamol,rapid flu test,rest | isolation,General Physician,Seasonal influenza infection,4
Influenza,headache fatigue fever case_2054,antiviral drugs | paracetamol,rapid flu test,rest | isolation,General Physician,Seasonal influenza infection,4
Influenza,weakness fever case_2055,antiviral drugs | paracetamol,rapid flu test,rest | isolation,General Physician,Seasonal influenza infection,4
Viral Fever,fever headache case_2056,paracetamol | rest,blood test,hydration | rest,General Physician,Viral infection causing fever,3
Viral Fever,mild fever fatigue case_2057,paracetamol | rest,blood test,hydration | rest,General Physician,Viral infection causing fever,3
Viral Fever,fever body ache case_2058,paracetamol | rest,blood test,hydration | rest,General Physician,Viral infection causing fever,3
Viral Fever,low grade fever case_2059,paracetamol | rest,blood test,hydration | rest,General Physician,Viral infection causing fever,3
Bacterial Pneumonia,high fever chest pain case_2060,antibiotics | hospitalization,chest x-ray | sputum test,complete antibiotics,Pulmonologist,Bacterial lung infection,7
Bacterial Pneumonia,productive cough breathlessness case_2061,antibiotics | hospitalization,chest x-ray | sputum test,complete antibiotics,Pulmonologist,Bacterial lung infection,7
Bacterial Pneumonia,shortness of breath fever case_2062,antibiotics | hospitalization,chest x-ray | sputum test,complete antibiotics,Pulmonologist,Bacterial lung infection,7
Bacterial Pneumonia,chest tightness cough case_2063,antibiotics | hospitalization,chest x-ray | sputum test,complete antibiotics,Pulmonologist,Bacterial lung infection,7
Asthma,wheezing breathlessness case_2064,inhaler | bronchodilator,spirometry,avoid triggers,Pulmonologist,Chronic airway inflammation,5
Asthma,chest tightness wheezing case_2065,inhaler | bronchodilator,spirometry,avoid triggers,Pulmonologist,Chronic airway inflammation,5
Asthma,shortness of breath case_2066,inhaler | bronchodilator,spirometry,avoid triggers,Pulmonologist,Chronic airway inflammation,5
Asthma,night cough wheeze case_2067,inhaler | bronchodilator,spirometry,avoid triggers,Pulmonologist,Chronic airway inflammation,5
Migraine,severe headache nausea case_2068,pain relievers | rest,neurological exam,avoid bright light,Neurologist,Neurological headache disorder,4
Migraine,throbbing headache case_2069,pain relievers | rest,neurological exam,avoid bright light,Neurologist,Neurological headache disorder,4
Migraine,headache light sensitivity case_2070,pain relievers | rest,neurological exam,avoid bright light,Neurologist,Neurological headache disorder,4
Migraine,vomiting headache case_2071,pain relievers | rest,neurological exam,avoid bright light,Neurologist,Neurological headache disorder,4
Food Poisoning,vomiting diarrhea case_2072,oral rehydration | antibiotics,stool test,safe food | hydration,Gastroenterologist,Food-borne illness,5
Food Poisoning,stomach pain nausea case_2073,oral rehydration | antibiotics,stool test,safe food | hydration,Gastroenterologist,Food-borne illness,5
Food Poisoning,loose motions case_2074,oral rehydration | antibiotics,stool test,safe food | hydration,Gastroenterologist,Food-borne illness,5
Food Poisoning,abdominal cramps vomiting case_2075,oral rehydration | antibiotics,stool test,safe food | hydration,Gastroenterologist,Food-borne illness,5
Minor Injury,bleeding cut wound case_2076,wound cleaning | bandage,wound inspection,keep wound clean,General Surgeon,Cuts or bleeding injury,6
Minor Injury,hand injury bleeding case_2077,wound cleaning | bandage,wound inspection,keep wound clean,General Surgeon,Cuts or bleeding injury,6
Minor Injury,minor cut pain case_2078,wound cleaning | bandage,wound inspection,keep wound clean,General Surgeon,Cuts or bleeding injury,6
Minor Injury,wound bleeding case_2079,wound cleaning | bandage,wound inspection,keep wound clean,General Surgeon,Cuts or bleeding injury,6
Common Cold,sneezing runny nose case_2080,antihistamines | paracetamol,physical examination,rest | hydration,General Physician,Viral upper respiratory infection,2
Common Cold,nasal congestion cough case_2081,antihistamines | paracetamol,physical examination,rest | hydration,General Physician,Viral upper respiratory infection,2
Common Cold,sore throat cold case_2082,antihistamines | paracetamol,physical examination,rest | hydration,General Physician,Viral upper respiratory infection,2
Common Cold,runny nose headache case_2083,antihistamines | paracetamol,physical examination,rest | hydration,General Physician,Viral upper respiratory infection,2
Influenza,high fever body pain case_2084,antiviral drugs | paracetamol,rapid flu test,rest | isolation,General Physician,Seasonal influenza infection,4
Influenza,fever chills cough case_2085,antiviral drugs | paracetamol,rapid flu test,rest | isolation,General Physician,Seasonal influenza infection,4
Influenza,headache fatigue fever case_2086,antiviral drugs | paracetamol,rapid flu test,rest | isolation,General Physician,Seasonal influenza infection,4
Influenza,weakness fever case_2087,antiviral drugs | paracetamol,rapid flu test,rest | isolation,General Physician,Seasonal influenza infection,4
Viral Fever,fever headache case_2088,paracetamol | rest,blood test,hydration | rest,General Physician,Viral infection causing fever,3
Viral Fever,mild fever fatigue case_2089,paracetamol | rest,blood test,hydration | rest,General Physician,Viral infection causing fever,3
Viral Fever,fever body ache case_2090,paracetamol | rest,blood test,hydration | rest,General Physician,Viral infection causing fever,3
Viral Fever,low grade fever case_2091,paracetamol | rest,blood test,hydration | rest,General Physician,Viral infection causing fever,3
Bacterial Pneumonia,high fever chest pain case_2092,antibiotics | hospitalization,chest x-ray | sputum test,complete antibiotics,Pulmonologist,Bacterial lung infection,7
Bacterial Pneumonia,productive cough breathlessness case_2093,antibiotics | hospitalization,chest x-ray | sputum test,complete antibiotics,Pulmonologist,Bacterial lung infection,7
Bacterial Pneumonia,shortness of breath fever case_2094,antibiotics | hospitalization,chest x-ray | sputum test,complete antibiotics,Pulmonologist,Bacterial lung infection,7
Bacterial Pneumonia,chest tightness cough case_2095,antibiotics | hospitalization,chest x-ray | sputum test,complete antibiotics,Pulmonologist,Bacterial lung infection,7
Asthma,wheezing breathlessness case_2096,inhaler | bronchodilator,spirometry,avoid triggers,Pulmonologist,Chronic airway inflammation,5
Asthma,chest tightness wheezing case_2097,inhaler | bronchodilator,spirometry,avoid triggers,Pulmonologist,Chronic airway inflammation,5
Asthma,shortness of breath case_2098,inhaler | bronchodilator,spirometry,avoid triggers,Pulmonologist,Chronic airway inflammation,5
Asthma,night cough wheeze case_2099,inhaler | bronchodilator,spirometry,avoid triggers,Pulmonologist,Chronic airway inflammation,5
Migraine,severe headache nausea case_2100,pain relievers | rest,neurological exam,avoid bright light,Neurologist,Neurological headache disorder,4
Migraine,throbbing headache case_2101,pain relievers | rest,neurological exam,avoid bright light,Neurologist,Neurological headache disorder,4
Migraine,headache light sensitivity case_2102,pain relievers | rest,neurological exam,avoid bright light,Neurologist,Neurological headache disorder,4
Migraine,vomiting headache case_2103,pain relievers | rest,neurological exam,avoid bright light,Neurologist,Neurological headache disorder,4
Food Poisoning,vomiting diarrhea case_2104,oral rehydration | antibiotics,stool test,safe food | hydration,Gastroenterologist,Food-borne illness,5
Food Poisoning,stomach pain nausea case_2105,oral rehydration | antibiotics,stool test,safe food | hydration,Gastroenterologist,Food-borne illness,5
Food Poisoning,loose motions case_2106,oral rehydration | antibiotics,stool test,safe food | hydration,Gastroenterologist,Food-borne illness,5
Food Poisoning,abdominal cramps vomiting case_2107,oral rehydration | antibiotics,stool test,safe food | hydration,Gastroenterologist,Food-borne illness,5
Minor Injury,bleeding cut wound case_2108,wound cleaning | bandage,wound inspection,keep wound clean,General Surgeon,Cuts or bleeding injury,6
Minor Injury,hand injury bleeding case_2109,wound cleaning | bandage,wound inspection,keep wound clean,General Surgeon,Cuts or bleeding injury,6
Minor Injury,minor cut pain case_2110,wound cleaning | bandage,wound inspection,keep wound clean,General Surgeon,Cuts or bleeding injury,6
Minor Injury,wound bleeding case_2111,wound cleaning | bandage,wound inspection,keep wound clean,General Surgeon,Cuts or bleeding injury,6
Common Cold,sneezing runny nose case_2112,antihistamines | paracetamol,physical examination,rest | hydration,General Physician,Viral upper respiratory infection,2
Common Cold,nasal congestion cough case_2113,antihistamines | paracetamol,physical examination,rest | hydration,General Physician,Viral upper respiratory infection,2
